EmpDepartment,EmpDepartmentName
94635,Quality
67558,NICU
63437,Observation Unit
62052,Neuro/Ortho
72526,Breast Care Center
67111,NICU
84307,Medical Staff Services
93334,Cardiac Admin
78918,Emergency Dept Blue Hills
81068,Environmental Services
70180,Surgery
70909,OR Mat Mgnt Eastern Idaho RMC
89911,Admin  Kansas City Market
65002,Medical City Decatur Pharm
90042,Administration
31201,West Valley Med Ctr
61712,1 East
70237,JW OR
75759,Central Sterile
78407,Southwood ER
75960,Speech Therapy
69678,Inpatient Rehab
91718,Quality Management
66014,Postpartum/Nursery
72906,Rio Cath Lab
78237,FSER Trailwinds
63024,Cardiac
78037,Emergency Room
90412,Managed Care
72074,Bariatric Clinic
78410,Pre-Surgical Testing (Pst)
63410,IMU Bldg 1
74674,Cardiac Cath Lab
65004,Nursing   ICU
70826,Labor   Delivery
70002,OR Mat Mgmt - MC Denton
80295,Project Management
65036,ICU
80055,Dietary
90711,BHU
72878,Diagnostic Radiology
70763,Labor   Delivery
62005,620 Medical East
64836,ECMO
61388,3rd Floor
70879,Labor and Delivery
80052,Food/Nutrition Svcs
76807,CMC Tucker- SW
60103,Nursing Supervisor
65430,ICU- Tower
78663,Day Surgery
66407,HCA Florida Lawnwood - Pharm
95220,Infection Preventin
7126,Green Oaks Hospital
65152,ICU
67079,Newborn Nursery
60092,Nurs Admin
65528,Adult Treatment Program 3
72821,Radiology
75442,Respiratory Care
78555,Westchase FSED
70859,Labor & Delivery
84624,Case Management
76321,Nuclear Medicine
74662,Cath Lab
76758,OP Rehab
73943,Lab Parham
78334,New Tampa FSED
60227,Float Pool
78506,Day Surgery
61081,Renal 4N
63650,FTR BioMed IoT
70905,Ft. Walton - OR
93807,PA Parkland
72919,Ultrasound
73323,Endoscopy
74980,Hemodialysis
60107,Nursing Supervision
60459,Patient Care Unit
76224,Physical Therapy
77029,Wound CARE and HBO
60504,4N / S Med Surg
79711,Pediatric Infusion Center
79050,End User Compute Admin
34321,Rio Grande Reg Hosp
61425,Ortho Neuro
77316,Outpatient Endo
81737,JW Central Sterile
81093,Clinical Application Svcs
90800,Accounting/Finance
65624,Psychiatric Adult Care
86406,W Houston Med Ctr
83059,Plant Operations
72831,Radiology
77623,Behavioral Health Obs
74322,Electrophysiology Lab
75440,Respiratory Therapy
86121,DSS
70059,Pain Management
61807,2 Central
76244,Physical Therapy
96560,Quality Management
95210,Infection Control
66811,BH Administration
63004,5 North
74676,Cardiac Cath Lab
78240,Chaplaincy
85404,Clinical Physician Order Entry
73481,MRI
92318,Senior Friends Program
72200,Physical Therapy
39385,Methodist Hospital
84355,HIM Sugarland
68207,Burn Unit-  Chip
61074,Med/Surg - 3 Tower
91810,Clinical Pastoral Admin
66222,Labor and Delivery
90023,Administration
70803,Cath Lab-Centennial
85610,Hitech
78924,FSED Horizon
74401,Non-Invasive Lab
26537,HCA Florida South Tampa Hospit
79445,Burn
78150,CTO Admin
75524,Wound Clinic
76216,Physical Therapy
79906,79906 HIGHLANDS RHC 2
71202,Pharmacy
96050,Quality BA
95518,Risk
63407,Progressive Care Unit
78481,Pflug Free Standing ED
96553,Quality Management
77401,Inpatient PT
83559,Security
91753,Case Management
78606,Outpatient Surgery
60812,6C ONC/HSP
63115,Progressive Care Unit
74611,Cardiac Cath Lab
95110,Childrens Hospital Admin
61609,Urology/General Surgery 8S
80050,Food and Nutrition
67703,Neuro Science ICU
81506,Trauma
89939,Undefined
72805,Radiology
65055,ICU
91705,Quality Management
85458,Hi-Tech Department
65642,Psych
72814,X Ray
92601,BH PARS
92715,Risk Management
78463,FS#4 NW Mission
69322,Inpatient Rehabilitation
85919,CH Central Sterile
85176,Phlebotomy
71903,Pharmacy Distribution
76877,ED Social Work
94827,Employee Health
72832,Radiology
65910,BEHAVIORAL HEALTH
79350,OP Infusion
69355,Rehab Nursing
94629,Quality Mgmt/Risk Mgmt
75482,Respiratory Therapy
78137,FSER Summerfield
78063,Emergency Room
75416,Respiratory Therapy
91706,Case Management
64510,PICU
94543,Administration Parham
73215,Anatomical Pathology
65344,2 South ICU
72504,Breast Center
68313,ER Assessments
94101,Infection Control
70721,Labor And Delivery
91829,Chaplain
75004,Echocardiography
84716,Quality
81590,Clinical Application Svcs
75928,Speech Therapy
74658,Cardiac Cath Lab
76020,Adult BH SW and Rec Therapy
81209,Warehouse UT
92530,Volunteer Services
87407,HCA Florida JFK - SC
60580,2 South
75551,OP Wound Care Clinic
61620,TMC 7th Post Surg
94628,Quality Mgmt
92973,PHO
90052,Administration
91746,Quality
79420,Maternal Fetal Medicine SMC
94757,Risk Management
65950,Identity & Access Mgmt Svcs
73501,Spring Hill Laboratory
84328,Medical Staff
78877,Bastrop Free Standing ED
27930,Meadows Health
61457,MedSurg
61311,7TN Ortho
71507,Division EFL -  Pharmacy Admin
77016,Wound Center
61417,Surgical Unit
95925,Case Management
94709,NCD Infection Prevention
78040,Emergency Dept
70815,O.R. Material Mgmt - TexSan
90230,Fiscal Services
70452,Recovery Room
61037,4th E/W Med Surg Unit
65400,ECT PP
63080,IMCU
73179,SURG CNTR
78513,Adult Day Hospital
83036,PLANT OP
74111,R OR
62403,7W M/S
61011,4S/4E - Medical Telemetry
87003,Southern Hills Med Ctr
87307,HCA Florida Palms West - SC
76215,Physical Therapy
64009,Pediatric Surgical Dept.
74252,Cardiac Rehabilitation
65076,Medical ICU
96914,Trauma Program
67002,Medical City McKinney Pharm
92417,Performance Improvement
75562,Hyperbaric Medicine
86007,HCA HealthONE Aurora Hospital
70432,PACU
71902,Pharmacy Packaging NTX
60090,S Cal Market 1
70804,Portsmouth OR
94650,Quality Resources
95329,Infection Control
61121,Six Central
87302,Social Services Psych
61015,Surgical/Oncology
83055,Plant Operations
66402,Medical City Fort Worth Pharm
94316,Liver Administration
82523,Patient Transport
75027,Echocardiology
90384,ACCOUNTING
72868,Imaging
74680,Cath Lab
6742,Las Colinas Med Ctr
93207,PA Alleghany
63444,2E Surgical Oncology
75723,Central Sterile Processing
94801,Employee Health
72825,Radiology
90087,San Antonio Division
76401,Radiation Therapy Svc
60673,NSG - 6A
70418,Recovery Room
65008,Intensive Care Unit
61076,5 North - Med/Surg
79837,Trauma
62152,Med/Surg
93312,Infection Control
65027,CVICU
96574,Quality Assurance
63536,PCU
83501,Security
64011,Pediatric Svcs
63112,63112 E5 MCSD
76292,Physical T
73301,Endoscopy
96658,Infection Control
95258,Infection Prevention
89906,Admin-Market Based
73674,Laboratory
85408,Clinical Informatics
67337,JW NICU
63320,Cardiac Medical Unit
83053,Plant Operations
69905,OR Oviedo
92574,Volunteer
60781,DISCH STE
80069,Food & Nutrition
60326,12 Tower
84227,Cancer Support Services
61358,IMU/Progressive Care Unit
60960,5NT Acute Inpatient
75730,Spd - Sterile Proc Dept
75780,Central Sterile
80119,North FNS
82512,82512 TRANSPORT INPATIENT
78512,78512 ASC
76413,Cancer Center
64201,Coronary Care
80092,FANS
72635,Cat Scan
85406,Clinical Applications
70704,Reston OR
94812,94812 EMPLOYEE HEALTH
61709,3rd Floor
67700,NVICU
78144,FSED Cape Coral
61700,Skyline Rehab Center
71426,Phlebotomy
95170,Simulation Ambulance
60327,3 Central Sarah Cannon
63325,High Risk OB
61760,4ST Heart IMU
62536,5 Med Surg
65830,Psych Adult Unit B
74684,CATH LAB
93527,Risk Management
75985,Speech Therapy
73985,Histology
78032,Emergency Services
70479,PACU
91758,Case Management
70705,Labor and  Delivery
78609,Day Surgery
85427,Meaningful Use Education
91677,Human Resources
60606,Surgical West
88704,Spotsylvania
62012,62012 A6W NEURO MS
72903,Ultrasound
91315,Advanced Clinicals
81430,Same Day Surgery
85425,Hitech Expense
70192,Surgery
80036,FNS
81595,Clinical Application Svcs - PS
71206,Pharmacy
86867,Direct Costs 30668 - Rose
61032,Med Surg
94829,Trauma Program
95117,Risk Management
32801,Sunrise Hosp & Med Ctr
82530,Patient Transporters
73413,MRI
92421,Central Sterile
91728,Quality Utilization
78101,Seabrook FS ER
92325,EMS Liaison
61178,Surgical Trauma
86308,Largo Med Center
30930,HCA Florida Gulf Coast Hospita
66511,BHU 1
92200,IT&S Systems
75715,Sterile Processing
72181,Fetal Testing Center
74974,Hemo Dialysis Unit
72676,Cat Scan
60612,4C ORTHO
77877,Heart Center
96550,Quality Management
77124,Transplant Ancillary
73819,CH Lab
96008,Psych Admin
75650,Public Cloud Platform
74617,Cardiac Cath Lab
77450,Physical Therapy BAMC
96758,Risk Management
92059,Marketing
73202,Histology
91004,PBX
65902,BH UNIT
70717,Labor Delivery
64712,64712 J4 NSICU
83016,Plant Operations
65526,Intensive Care Unit
71967,Pharmacy Distribution
67581,NICU
78530,Outpatient Services
82095,Technical Services
91850,Private Cloud & Infr Delivery
60413,4S General Surgery
61158,Stroke Unit
91076,Communications
77828,Outpatient Rehab Services
65331,ICU
89923,Undefined
96007,CMC Tucker Admin
70808,Labor and Delivery
96862,Medical Staffing Office
72908,Ultrasound
66707,HCA Florida St. Lucie - Pharm
79255,Wound Care
34325,Med City Dallas Hosp
34409,Mountain View hosp-UT
75542,Wound Care
69310,Rehabilitation Center
65105,Intermediate Care Unit
66000,Behavioral Health
91424,IPF Non-Nursing Clinical Staff
90205,Accounting
83826,Infection Control
90282,Accounting
64515,Pediatric ICU (PICU)
75212,75212 PHARMACY
96585,NCY PERFORMANCE IMP
61101,6S Orthopedic/Spine Unit
64623,Peds CICU
61093,Del Sol Medical Center
60779,4W NEURO
78026,Emergency Department
74513,Sleep Center
67516,Neo Natal ICU IV
91527,Discharge Lounge
78017,Emergency Department
65352,Medical Telemetry
63195,Grand Strand Medical Center
66602,Medical City North Hills Pharm
86207,HCA Florida Aventura - SC
64611,6TN Cardiac Telemetry
27640,Highlands-Cashiers Hospital
77977,Trauma Department
78319,FSED
70000,Operating Room
72523,Breast Diagnostic Unit
86804,Parkland Med Ctr
95235,Infection Prevention
81304,Warehouse NH
61823,MCU
73812,73812 EP LAB
66702,Medical City Lewisville Pharm
61018,General Surgical
80068,Food and Nutrition Svcs
72882,Imaging
93818,Infection Control
95025,ECO
85463,HITECH
74812,74812 LAB EEG
61323,Specialty Surgical
72862,Radiology Services
72992,Ultrasound
90068,Administration
74415,EKG   Outpatient Cardiology
63040,Women's Services
71100,Labor and Delivery
85407,Clinical Informatics
78136,FSER Foxwoods
90227,Finance
96010,Meadows DME
64010,Pediatrics
61111,Surgical 2
78103,FSED
60333,4 North
28470,Medical City MH Alliance
67506,Neonatal Intensive Care
72712,72712 IMAGING IR
78155,FSED
65176,Surgical ICU
76260,Physical Therapy
94022,Infection Control
78855,Mission Bend FSED
93602,Infection Prevention
84922,Operations & Risk Mgmt
63127,IMC
78602,ICC
92523,Volunteers
76285,PHYS THERAPY
63042,Cardiac Specialty Unit
70358,Open Heart Surgery
74631,Cardiac Cath Lab
94516,Risk Management   Safety
78850,Public Cloud & SRE Team
75210,ChoS Central Sterile
91060,PBX
65650,KRONOS
91752,Case Management
79005,79005 BlueRidge RHC
80082,Administration
26990,Pinewood Springs
65502,Medical City Frisco Pharmacy
74777,EP Lab
94752,Employee Health
63025,Medical Telemetry
75737,Central Sterile
72808,Radiology
61410,3 North
61118,Pulmonary Renal
94604,Quality Management
78246,Non-Nursing Clin Staff
61412,3 North
60591,Ft Walton Beach Medical Center
78363,FSED #3 Nursing San Juan
70981,OB OR
83824,Infection Control
65350,Cardiothoracic ICU
60809,Telemetry PCU  2 South
659D2,Support Services
78118,Trauma
96753,Risk Management
75726,Central Sterile
69308,Rehabilitation Unit
65610,Behavioral Adult IP (De-Exempt
77758,Pearland FSED
77727,Rehab PT/OT
26750,Oviedo Medical Center
852H5,NCD Compliance/Audit
78306,Trauma Services
78326,Trauma Services
67018,Newborn Nursery
60525,5th Floor Neuro/Ortho
61004,6 South
74615,Cath Lab
94507,PA RMC
69750,CT&I Finance
75511,Wound Healing Center
69306,Rehabilitation Unit
70742,Labor and Delivery
65019,Intensive Care Unit
92506,Education Center
75753,Sterile Processing
63718,3 Central - MSCU
74212,74212 CARDIAC REHAB
72853,Radiology
70028,TOSH - Surgery
62093,Las Palmas Med Ctr
61801,CDU
87009,West Valley Med Ctr
26740,Methodist Hosp Westover Hills
79922,Infection Prevention
66181,Antepartum
74942,Dialysis
62752,RH - Skilled Nursing
67060,Mother Baby Transitional Care
72940,Ultrasound
81495,Clinical Application Svcs-Nurs
64711,11 Tower Med Surg
70312,70312 OR CVOR
63512,63512 A7W MS
91785,Case Management
30996,HCA Florida St Lucie Hospital
72095,Memorial Satilla
61024,Med Surg
95611,Social Services
77410,Behavioral Medicine
90057,Administration
78678,Cath Pre/Post
89715,System Support
74411,EKG
94326,Patient Experience
63300,Women's Services
96301,Emergency Preparedness
73682,Pathology
70152,Surgery Unit
86408,Trinity
61692,SDSH 3rd Floor
70012,70012 HOPE WCC
94905,94905 QUALITY SAFETY
79611,Osceola East FSED
79537,CV Support
78209,Pedi Trauma
67510,NICU
89606,Market-Houston Operations
72724,Rad Special Procedures
80093,Administration
91877,Chaplain
91759,Quality/Utilization Mgmt
83212,83212 GROUNDS CONSTRUCTION
90085,Administration
71150,FTR VoIP
77081,Wound Care
73668,Laboratory
78023,Emergency Services
91819,Chaplain
60100,South - Cardiopulmonary Unit
90028,Administration
60691,Gulf Coast Medical Center
90550,Learning Center of Excellence
89003,Lab Phlebotomist
69674,Nursing Rehab
77122,SS Lab
68940,Case Mgmt
60402,Med Surg
62200,Cardiac Nephrology 4th Floor
77408,Inpatient Rehab Therapy
72650,Cat Scans
77218,Plaza Outpatient Imaging
78055,Emergency Room
93573,RHS
74403,EKG
92581,Volunteers
72836,Radiology
63073,NSG - 3A Telemetry
74425,Non Invasive Cardiology
79727,Provider Based Cardiology Svcs
68915,MH WOH RX
91500,Refunds
600D2,HealthTrust ROI
91709,Case Management
63518,4 Central Step Down Unit
65113,Neuro ICU
83048,Plant Operations
77245,Outpatient Cardiac Services
83082,Plant Operations
82102,Medical City Sachse
61911,Ortho
60860,4NT Acute Inpatient
78468,Valve Clinic
70230,Pre Surgical Admitting
78028,Emergency Department
74307,Vascular
71909,Pharmacy Whse
94626,Quality
70807,HCA Florida Mercy - OR
88303,StoneCrest Med Ctr
62704,62704 TRANSITIONAL CARE UNIT
61369,Med/Surg Unit
62637,Med Surg Stepdown Unit
77850,Enterprise Development Ops
26895,UCF Lake Nona Medical Center
86304,TriCities Hospital
93328,Case Management
94473,Community Education
65922,Behavioral Health
60901,5N Neuro
82529,Transportation
78085,Emergency Svcs
75559,Wound Care/Hyperbaric
92760,Business Development
90870,Information Services
34003,Grand Strand Reg Med Ctr
61160,3NT IMU
92343,Parham Quality
30949,HCA Florida Blake Hospital
65040,ICU
93301,Infection Control
86706,Mainland Med Ctr
93510,Health Partners Of KS
65429,Community Assistance Program
69305,Inpatient Rehab
65616,Behavioral Health
66502,Medical City Dallas Pharmacy
71006,OR Houston Northwest
90281,Accounting
71226,Pharmacy
67573,NSG - NICU
77300,Radiation Therapy
76300,Cardiac Rehab
63085,Med Surg 3
73676,Laboratory
8967,Southern Hills Hosp & Med
91052,Communications
67529,NICU
76100,Cardiology
73378,Endoscopy
89609,FW/MTN Admin Support
60716,Patient Unit Medical Telemetry
76232,Rehabilitation Services
60714,Medical Surgical
81219,CH EVS
74960,Hemodialysis
63727,"Cardiac Telemetry, 6 South"
76450,Radiation Therapy BAMC
75028,Echo
72837,Radiology
78134,Plant City FSED
84608,Infection Control
83325,Employee Health
77127,Transplant Ancillary
75029,Cardiac Ultrasound
65518,Medical Intensive Care
76417,Cancer Treatment Center
60509,Medical Surgical
78324,Trauma Services
96562,Quality Management
74613,Cardiac Cath Lab
78681,Ambulatory Care
76203,76203 REHAB PT
63003,6W Renal Care Unit
78802,78802 MCDOWELL RHC 1
63922,Cardiac Specialty Unit
72229,Anesthesia
63337,Progressive Care
61062,Medical Unit
78185,Trauma
60791,West Florida Hospital
76213,Physical Therapy
60855,5th Floor   Med Surg
91774,Case Management
95704,BH Intake
77926,IOP & PHP Department
90237,Accounting
92701,Guest Relations
63324,Medical Telemetry
83500,Security
60485,NCY Med SGR4/JT Ctr
94707,PA Research Belton
79027,Emergency Dept    Chldrn
94737,Risk Mgmt
62210,5HV CV IMC
63627,"Intermediate Cardiac Care, 6S"
76250,Physical Therapy
75035,ECHO
75010,Cardiovascular Ultrasound Unit
82501,Patient Transportation
87303,Hendersonville Med Ctr
73563,RML North
84112,Transcription
95370,Education
80011,Fans/Dietary
84916,Risk Management
94006,FSED
90030,Administration
72529,Mammography
91781,Quality
35953,HCA Florida Fawcett Hospital
96258,Nursing Admin II
87502,Medical City Surgical Hospital
71515,Pharmacy Operations
61109,Surgical 4Th Floor
9724,Lees Summit Hosp
80107,Dietician Services
89620,Infection Control
77103,Company Care
73478,MRI
72934,Ultrasound
75455,Resp Therapy
87042,Phlebotomy
77430,Inpatient Rehab PT OT ST
72625,CT Scan
84302,Medical Staff
91013,Telecommunications
65201,CVICU
96273,CDI
65028,ICU
65129,Burn ICU
83515,Security
92719,Guest Services
70908,OR Materials Management Citrus
71259,Pharmacy
79782,HCAPS - Techs
70302,O.R. Mat Mgmt - MC Dallas
64523,S4 Pediatric ICU
68927,Case Management
32905,Parkland Med Ctr
81120,SMC Environmental Services
80611,Dietary Retreat
85435,CPOE
62534,A5MED
78202,Employee Health
95616,Bariatrics
78876,Fallbrook FSED
63055,PCU
72530,Breast Care Center
78624,Ambulatory Service Unit
70504,Johnston-Willis OR
74679,Cath Lab
91820,Pastoral Services
61520,2 West
74634,Cardiac Catherization Lab
76225,Physical Therapy
76662,Occupational Therapy
60416,Telemetry
77322,Carolina Forest Imaging Center
76827,Social Services
85716,Sterile Processing
60391,Capital Regional Medical Ctr
73360,Endoscopy
60516,Family Practice Unit
83119,North Plant Ops
65602,Behavioral Health
63050,DPx Admin
61862,Post-Surgical
73700,Ultrasound
62030,2 West Medical
88810,Quality Assurance
9722,Overland Park Reg Med Ctr
91023,PBX Communications
61013,3 South-CVSU
93501,Cardiovascular Administration
62017,Surgical Specialty
80073,Food & Nutrition
78637,OP Surgery
83773,Infection Control
66202,Med City Arlington Pharm
72604,CT Scan
60511,6 Tower Cardiac
71237,Pharmacy
63018,3W PCD
63334,B3WMED
96100,Risk Management
72881,Radiology
78180,Trauma Department
75518,Wound Care
86109,Alaska Regional Hospital
85902,Medical City Decatur
81000,Environmental Services
93601,Risk Mgmt
66852,Trauma Department
77415,Wound Care
61021,Medical Surgical Nursing
67711,Neuro ICU
67548,NICU
70353,LDOR
61095,Memorial Hospital Jacksonville
90228,Accounting
87004,Reston Hospital Ctr
78785,Sleep Disorders
61312,61312 A7E PMCU MS
91763,Case  Management
86828,Sports Medicine
60704,4 North
86909,Eastern Idaho Reg Med Ctr
74618,Cardiac Cath Lab
91029,Communications
85579,Advanced Clinical Applications
76437,Radiation Oncology
94706,Risk Management
90069,Administration
88106,Medical Center
76319,Nuclear Medicine
60291,Ocala Regional Medical Center
60604,4 E / W Med Surg
78114,Trauma Center
61222,5 Center
62044,Spine Ortho Unit
70615,MH Landmark - OR
70140,Perioperative Services
66223,Labor and Delivery
86001,Lab Phlebotomist
78652,Day Surg Recovery Unit
68320,Inpatient Rehab
90063,Administration
65608,Adult Behavioral Health
84910,RISK MANAGEMENT
78036,EMERGENCY
77858,Texas City FSED
66160,Postpartum
93718,Risk
78344,Tamiami Trail FSED
69328,Acute Rehab
74605,Cardiac Cath Lab
84510,PBX
63609,4E/W PCU
86208,Brandon Reg Hospital
92852,Rapid Response
73352,Endoscopy Laboratory
92708,Case Management
65630,Psychiatric Care Unit
66150,Financial Systems Development
76150,Container & Application Svcs
61702,Med Surg Tele  9 North
74663,Cardiac Cath Lab
76830,Social Services
70409,OR Mat Mgmt Lakeview
73600,CT Scan
61030,Med Surg
76308,Nuclear Medicine
61150,3 West Med Surg DRMC
78516,FSED Middleburg
93324,Case Management
74040,Radiology Special Procedures
26950,HCA Florida Highlands Hospital
66088,Labor & Delivery
61221,Five Central
83137,JW Engineering
82182,Technical Svcs-Zone
63628,PCU
81085,ENVR SVCS
71229,Pharmacy
84216,Case Management
84337,Medical Staff
90260,Accounting
72623,Cat Scan
70406,OR Material Mgmt Southeast
85562,Wound Care
67522,Neonatal ICU
94735,Risk Management
85578,Adv Clin Sys
73607,CJW Lab
76642,REHAB OT
84381,Medical Staff Services
70416,Recovery Room
63419,Neuroscience
74026,Clinical Transition
78174,Trauma Service
90159,TTL Joint
90107,Employee Health
79337,Swift Creek FSED
76316,Nuclear Med
86002,Medical City Argyle
82729,Phlebotomy
83710,Risk Management
92643,Case Management - Parham
70818,Labor And Delivery
91031,Communications
78102,Freestanding ER
76268,Physical Therapy
72960,Ultrasound
61029,Med Surg 61029
76310,Nuclear Medicine
72876,Radiology - Diagnostic
83506,Security
94644,Outcomes Mgmt/Risk & Qualit
34410,Brigham City Comm Hosp
63131,Telemetry
70722,Nursing L & D
96524,Radiology Administration
73863,RML South
94504,Risk Management
78127,Emergency Room-Brookside
66440,Runners
62127,Pedi Surg
87909,Lone Peak Hospital
72923,Radiology Ultrsound
76024,Rehabilitation Speech
77455,OP Physical Therapy
61802,6 South
70167,Operating Room
70212,70212 PRE POST IR
72869,Radiology
77416,Rehab Therapy
90400,Agency Collections
94679,Rehab Liaison
65127,Med/Surg ICU
74227,Cardiopulmonary Rehab
65620,Behavioral Medicine
63104,TNCU
83080,Main Campus Plant Operations
61126,2N Medical Surgical Telemetry
70177,Surgery Unit
69317,Acute Rehab Center
64727,64727 LONG TERM ACUTE UNIT
26516,HCA Houston Pearland
63276,6 North - Med/Surg
61308,Ortho/ Trauma
81110,Trauma
78909,Advanced Maternal Newborn Inst
35952,HCA Florida Englewood Hospital
74612,Cardiac Cath Lab
60958,Observation 1 south
92509,Volunteers
87507,HCA Florida Mercy - SC
94642,Quality Management
83534,Security
79785,Wound Care
64704,Observation Unit
95207,PA Lee's Summit
67513,Neonatal Critical Care Center
63403,4W MS CV Specialty
73209,Pathology
69342,IP Rehab
78807,PA Mission Main
91600,Discrepancy Resolution
73312,73312 ENDOSCOPY
70304,Retreat
95230,Infection Prevention
70134,Surgery
70306,OR Material Mgmt Conroe
95320,Risk Management
83073,Plant Operations
77713,Wound Care
63322,Nursing 3 South Tele
61237,JW Ortho Spine Care
71920,SMC CT
81078,Environmental Services
67726,Neuroscience Care Unit
62312,62312 K9B
61401,Nursing-Med/Surg #4
72692,Cat Scan
72681,CT Scan
72679,CT
79101,Red Oak FSER
72884,RADIOLOGY
61281,CARDIAC 3N
78427,PSOT
61414,Surgical
73917,SWER Radiology Diag.
93401,Quality Mgt
94509,Risk Management
78226,Chaplaincy
74604,Cardiovascular Lab
96853,Medical Staff
90709,90709 NCD PRIVACY
77509,77509 NCD TELEHEALTH
60974,Med/Surg - 3C
86627,Radiology Holding
77816,Trauma Program
60303,Acute Medical Care
61813,3 N/NW
72813,Radiology Forest
76753,Recreational Therapy
92519,Volunteers
66058,Post Partum I
96005,Administration
96559,Quality
70915,O.R. Material Mgmt - Westover
77818,Trauma
67606,Kingwood Pharm Mngt
60305,Med Surg
65303,ICU / Critical Care
27215,Medical City Frisco Behavior
61627,Tele S3
70506,OR Material Mgmt Womans
77920,Adult IOP
92526,Auxiliary Services
72902,Ultrasound
74262,Cardiac Rehab
63158,CV Med Surg 4HT
65912,65912 SC WEST
94577,Case Management
94810,Employee Health
68093,Heart Hospital of Austin
60753,Antepartum
96017,Psych Admin
63216,Blood Cancer Unit
81143,Environ Svcs Parham
78620,Outpatient Clinic
61527,6W Neph-Metabolic
69358,Rehab Nursing
63506,CSU
79348,Emergency Department - PDC
89941,Undefined
75016,Echocardiology
94807,Business Development
70805,West Florida Hospital - OR
94711,Risk Management
90613,Connections
92704,Pavilion Admit
72622,CT
64516,PICU 2A
83069,Facilites  Management
601D2,Galen College of Nursing
77907,Behavioral Health Outpatient
85409,Computerized Provider Order En
84710,Quality Mgmt
74360,ECHO Cardio
91016,PBX
74961,Dialysis
86322,Phlebotomy
72873,Radiology-Diagnostic
92712,Admin Support
63530,CSU - Cardiac Surgical Unit
94809,NCD Risk Mgmt
61819,Cardiac Care 4
77205,MDC X-ray
79414,OP Radiology
74827,Neuro Vascular Lab
92724,Patient Safety
84309,Medical Staff
92542,Volunteers
91708,Quality Management
94903,94903 QUALITY SAFETY
83005,830 Engineering
63834,B2WMD
70543,Surg  Svcs  2 Parham
94408,Quality Management
74422,ECG
78084,ER
77821,Clinic
84400,Hospitalist
80091,Administration
63591,Poinciana Medical Center
75979,Speech Therapy
61244,3N Med Surg
71267,Pharmacy
82550,Patient Transportation
66076,2A - Post Partum
78080,Emergency Department
68458,Diabetes Education
77723,Rehabilitation Therapy
72209,Anesthesia
89932,Undefined
74637,Cath Lab
83092,Plant Oper
87308,Doctors Hospital
90038,Administration
63001,Progressive Care Trauma/Neuro
61027,M/S D3
70215,O.R. Material Mgmt - MSTH
72630,Cat Scan
79424,Satellite Clinic
71282,Pharmacy
77101,PBED Lab
81502,Trauma
60679,5 Med/Surg
74222,Cardiac Rehabilitation
90125,Operations
61144,3W Med
72103,OR Mat Mgmt-Stonecrest
72929,Ultrasound
71278,Pharmacy
74202,Cardiac Rehabilitation
67507,Neonatal Intensive Care
83793,Application Svcs - Third Party
73311,Endoscopy
85426,Meaningful Use Education
86182,System Admins
71244,Pharmacy
61305,Child Unit
92112,Utilization Review
65215,MSTH Pharmacy
75512,Hyperbaric
65081,ICU
70350,Surgery HRT
74418,EKG
27625,Angel Medical Center
79595,HCAP
90285,Financial Svcs
70502,O.R. Mat Mgmt - MC Arlington
61450,2 East DRMC
69336,Inpatient Rehab
70425,Recovery Room
73611,Laboratory
83085,Facilities Management
68306,Tomball Pharm Management
63219,Ortho/Spine
70507,HCA Florida Westside - OR
89924,Phlebotomy
76421,Radiation Oncology
73509,Apheresis Unit
70119,Operating Room
70605,Ocala OR
73423,MRI
96955,Employee Health
86168,Infection Prevention
65705,Adolescent Inpatient
63026,Telemetry
87206,Southeast
91009,PBX / Comm
84601,Infection Control
91400,PAS Compliance Liaisons
78201,FSED West
77702,Wound Care
70477,Recovery Room
65517,MTU
65017,Intensive Care Unit
61020,ICU/CCU
78311,Millenia ER
79821,Higginsville Clinic
88878,Trauma Services
73302,GI Lab
75785,Central Sterile
82534,Patient Transportation
63312,63312 PMPC SD
91085,PBX
61236,2 Med Surg
65122,NSICU
72913,Ultrasound
86511,Overland Park Reg Med Ctr
76280,Physical Therapy
60207,Nursing Float - Chip
9721,Lafayette Reg Hlth Ctr
71067,Wesley OR
94677,Quality Outcomes Mgmt
83076,Plant Operations
78514,Idaho Surgery Center
63207,Surgical/Trauma Unit
60463,Neuro Stepdown
95309,Medical Staff Services
78310,Mt Dora Emergency
67807,HCA Florida Westside - Pharm
65827,Psych ITU
78860,CL FSED Nursing
64004,Pediatric Unit
74440,EKG/EEG
63240,Med Surg Onc
94732,Risk
70509,OR Mat Mgmt Timp Reg MC
94902,94902 QUALITY SAFETY
67512,67512 NICU
81422,Central Equipment Cleaning
73376,Endoscopy
92445,Case Management
64125,Cardiovascular Recovery
76774,Inpatient Occupational Therapy
85574,Advanced Clinicals
96126,Ancil Adm
72737,Special Procedures
94673,Total Quality Management
70001,W/C OR
91063,PBX
75823,Blood Bank
68082,DC-Research Med Ctr
70609,OR Mat Mgmt Mountain View Hosp
63209,Blood Cancer Unit
78111,Hunters Creek Free Standing ED
78208,Destin ER
90324,Financial Management
75582,Wound Care
63424,5 North
91779,SDMC Quality Mgmt
96960,Employee Health
72707,Special Procedures
91782,Clinical Outcomes
70727,Labor & Delivery
96663,Infection Control
69373,Rehab
60563,Progressive Care
78258,O P Center
90523,Sim Center
96874,Medical Staff
908O9,Expanse Technical & Data
